School,Legacy ID,sid
University of St. Francis,4780,U2Nob29sLTQ3ODA=
Cairn University,4781,U2Nob29sLTQ3ODE=
American InterContinental University - Los Angeles,4782,U2Nob29sLTQ3ODI=
University of Phoenix,4783,U2Nob29sLTQ3ODM=
Keller School of Management,4784,U2Nob29sLTQ3ODQ=
Culinary Institute of Canada,4785,U2Nob29sLTQ3ODU=
New Brunswick Community College - Miramichi,4786,U2Nob29sLTQ3ODY=
Oklahoma State University: Tulsa,4787,U2Nob29sLTQ3ODc=
Metropolitan Community College: Blue River,4788,U2Nob29sLTQ3ODg=
Blue River Community College,4789,U2Nob29sLTQ3ODk=
Harris-Stowe State University,4790,U2Nob29sLTQ3OTA=
CDI College - Surrey,4791,U2Nob29sLTQ3OTE=
Northland Baptist Bible College,4792,U2Nob29sLTQ3OTI=
Saskatchewan Indian Institute of Technologies,4793,U2Nob29sLTQ3OTM=
Peace River Bible Institute,4794,U2Nob29sLTQ3OTQ=
Eastern Florida State College - Melbourne Campus,4795,U2Nob29sLTQ3OTU=
Wisconsin Lutheran College,4796,U2Nob29sLTQ3OTY=
Virginia Military Institute,4797,U2Nob29sLTQ3OTc=
Harvard Graduate School of Education,4798,U2Nob29sLTQ3OTg=
Wharton School,4799,U2Nob29sLTQ3OTk=
Oakton Community College - Skokie,4800,U2Nob29sLTQ4MDA=
Sprott-Shaw Community College,4801,U2Nob29sLTQ4MDE=
Hinds Community College - Rankin,4802,U2Nob29sLTQ4MDI=
West Coast Baptist College,4804,U2Nob29sLTQ4MDQ=
University of South Florida,4805,U2Nob29sLTQ4MDU=
University of Phoenix,4806,U2Nob29sLTQ4MDY=
Georgia Perimeter College,4807,U2Nob29sLTQ4MDc=
Carlson School of Management,4808,U2Nob29sLTQ4MDg=
Everest College,4809,U2Nob29sLTQ4MDk=
Kwantlen University,4810,U2Nob29sLTQ4MTA=
Briercrest College and Seminary,4812,U2Nob29sLTQ4MTI=
Berkeley College - Westchester,4813,U2Nob29sLTQ4MTM=
Johns Hopkins School of Public Health,4814,U2Nob29sLTQ4MTQ=
Hamline School Of Law,4815,U2Nob29sLTQ4MTU=
University of Phoenix (Northern Colorado),4816,U2Nob29sLTQ4MTY=
Art Institute of Portland,4817,U2Nob29sLTQ4MTc=
International Language Institute,4819,U2Nob29sLTQ4MTk=
Kansas State University,4821,U2Nob29sLTQ4MjE=
Gordon Conwell Theological Seminary,4822,U2Nob29sLTQ4MjI=
University of Alaska - Chugiak,4823,U2Nob29sLTQ4MjM=
Southern Baptist Theological Seminary,4824,U2Nob29sLTQ4MjQ=
Cittone Institute,4825,U2Nob29sLTQ4MjU=
West Central Technical College,4826,U2Nob29sLTQ4MjY=
Widener University School of Law,4827,U2Nob29sLTQ4Mjc=
Universite de Moncton,4828,U2Nob29sLTQ4Mjg=
Brooks Institute,4829,U2Nob29sLTQ4Mjk=
University of Phoenix,4831,U2Nob29sLTQ4MzE=
St. Johns River State College,4832,U2Nob29sLTQ4MzI=
Wilmington University,4833,U2Nob29sLTQ4MzM=
Lincoln Christian University,4834,U2Nob29sLTQ4MzQ=
Stratford University- Woodbridge Campus,4835,U2Nob29sLTQ4MzU=
Stratford University- Falls Church Campus,4836,U2Nob29sLTQ4MzY=
DeVry University,4837,U2Nob29sLTQ4Mzc=
Shaw University,4838,U2Nob29sLTQ4Mzg=
Mercy College of Health Sciences,4839,U2Nob29sLTQ4Mzk=
St. Mary's University - Twin Cities,4840,U2Nob29sLTQ4NDA=
Great Lakes Maritime Academy,4841,U2Nob29sLTQ4NDE=
Columbia International College,4842,U2Nob29sLTQ4NDI=
Peabody Institute of Johns Hopkins University,4843,U2Nob29sLTQ4NDM=
ITT Technical Institute - Jacksonville,4844,U2Nob29sLTQ4NDQ=
University of Phoenix - Woodland Hills,4845,U2Nob29sLTQ4NDU=
Davenport University,4847,U2Nob29sLTQ4NDc=
Mount Carmel College of Nursing,4848,U2Nob29sLTQ4NDg=
University of Phoenix,4849,U2Nob29sLTQ4NDk=
Kent State: East Liverpool,4850,U2Nob29sLTQ4NTA=
Harriet L. Wilkes Honors College FAU,4851,U2Nob29sLTQ4NTE=
College for Financial Planning,4854,U2Nob29sLTQ4NTQ=
Golden State Baptist College,4855,U2Nob29sLTQ4NTU=
San Jose Christian College,4856,U2Nob29sLTQ4NTY=
Capital University Law School,4857,U2Nob29sLTQ4NTc=
St. Johns River State College,4858,U2Nob29sLTQ4NTg=
Abraham Lincoln University,4859,U2Nob29sLTQ4NTk=
Harvard Divinity School,4860,U2Nob29sLTQ4NjA=
Century University,4861,U2Nob29sLTQ4NjE=
Culinary Institute of America,4862,U2Nob29sLTQ4NjI=
Culinary Institute of America,4863,U2Nob29sLTQ4NjM=
Monroe College,4864,U2Nob29sLTQ4NjQ=
International Academy of Design,4865,U2Nob29sLTQ4NjU=
University of Health Sciences,4866,U2Nob29sLTQ4NjY=
Ivy Tech Community College: Bloomington,4867,U2Nob29sLTQ4Njc=
University of Phoenix,4868,U2Nob29sLTQ4Njg=
Alliant International University,4869,U2Nob29sLTQ4Njk=
Urbana University,4870,U2Nob29sLTQ4NzA=
Dallas College (combined with El Centro),4871,U2Nob29sLTQ4NzE=
Waycross College,4872,U2Nob29sLTQ4NzI=
North Central Texas College,4873,U2Nob29sLTQ4NzM=
Saint Paul University,4874,U2Nob29sLTQ4NzQ=
University of Dallas - Grad School of Management,4875,U2Nob29sLTQ4NzU=
ITT Technical Institute - Newburgh,4876,U2Nob29sLTQ4NzY=
Thomas Jefferson School of Law,4877,U2Nob29sLTQ4Nzc=
Soka University,4878,U2Nob29sLTQ4Nzg=
Conservatory of Recording Arts & Sciences,4879,U2Nob29sLTQ4Nzk=
ATI Career Training Center,4880,U2Nob29sLTQ4ODA=
Bevill State Community College,4881,U2Nob29sLTQ4ODE=
Argosy University,4882,U2Nob29sLTQ4ODI=
Strayer University,4883,U2Nob29sLTQ4ODM=
Everest University (was Florida Metropolitan),4884,U2Nob29sLTQ4ODQ=
California Western School of Law,4885,U2Nob29sLTQ4ODU=
Houston Community College - SouthEast - Health Sci,4886,U2Nob29sLTQ4ODY=
New York College of Osteopathic Medicine,4887,U2Nob29sLTQ4ODc=
DeVry University,4888,U2Nob29sLTQ4ODg=
Parker University,4889,U2Nob29sLTQ4ODk=
Chicago Medical School - Finch University,4890,U2Nob29sLTQ4OTA=
Germanna Community College - Fredericksburg Campus,4891,U2Nob29sLTQ4OTE=
ITT Technical Institute: Norfolk,4892,U2Nob29sLTQ4OTI=
American Academy of Art,4893,U2Nob29sLTQ4OTM=
Wharton County Junior College,4894,U2Nob29sLTQ4OTQ=
Texas Bible College,4895,U2Nob29sLTQ4OTU=
USD Community College for Sioux Falls,4896,U2Nob29sLTQ4OTY=
Crossroads Bible College,4897,U2Nob29sLTQ4OTc=
Florida Atlantic University,4898,U2Nob29sLTQ4OTg=
Berkeley College,4899,U2Nob29sLTQ4OTk=
Gratz College (Regional Training Center),4900,U2Nob29sLTQ5MDA=
New England Law: Boston,4901,U2Nob29sLTQ5MDE=
Talladega College,4902,U2Nob29sLTQ5MDI=
Brightwood College (was TESST College of Technology),4903,U2Nob29sLTQ5MDM=
University of Oklahoma - Health Sciences Center,4904,U2Nob29sLTQ5MDQ=
Culinary Education Center,4905,U2Nob29sLTQ5MDU=
University of Toronto - Knox College,4906,U2Nob29sLTQ5MDY=
University of Phoenix (Pasadena campus),4907,U2Nob29sLTQ5MDc=
Barry University Orlando,4908,U2Nob29sLTQ5MDg=
St. John's University-Manhattan Campus,4909,U2Nob29sLTQ5MDk=
Paul Smith's College,4910,U2Nob29sLTQ5MTA=
Everest University (was Florida Metropolitan),4912,U2Nob29sLTQ5MTI=
Northampton Community College - Monroe,4913,U2Nob29sLTQ5MTM=
Berkeley College - Bergen,4914,U2Nob29sLTQ5MTQ=
Allied Medical College,4915,U2Nob29sLTQ5MTU=
Webster University - Charleston,4916,U2Nob29sLTQ5MTY=
Ambrose University,4917,U2Nob29sLTQ5MTc=
Merritt College,4918,U2Nob29sLTQ5MTg=
University of Toronto at Scarborough,4919,U2Nob29sLTQ5MTk=
Connecticut Culinary Institute,4920,U2Nob29sLTQ5MjA=
Claremont School Of Theology,4921,U2Nob29sLTQ5MjE=
East Los Angeles College,4922,U2Nob29sLTQ5MjI=
Bethel University,4923,U2Nob29sLTQ5MjM=
Harrington College of Design,4924,U2Nob29sLTQ5MjQ=
Ogden-Weber Applied Technology College,4925,U2Nob29sLTQ5MjU=
Florida Southwestern State College - Charlotte,4926,U2Nob29sLTQ5MjY=
Baker College of Cadillac,4927,U2Nob29sLTQ5Mjc=
University of Toronto at Mississauga,4928,U2Nob29sLTQ5Mjg=
Western State University College of Law,4929,U2Nob29sLTQ5Mjk=
Computer Ed Institute,4931,U2Nob29sLTQ5MzE=
Wisconsin Indianhead Technical College,4932,U2Nob29sLTQ5MzI=
Villanova University Law School,4933,U2Nob29sLTQ5MzM=
University of Southern Mississippi - Gulf Park,4934,U2Nob29sLTQ5MzQ=
Medical College of Wisconsin,4935,U2Nob29sLTQ5MzU=
Kingston College,4936,U2Nob29sLTQ5MzY=
Benjamin N. Cardozo School of Law,4937,U2Nob29sLTQ5Mzc=
Rutgers Law School - Newark,4939,U2Nob29sLTQ5Mzk=
Art Institute of Vancouver,4940,U2Nob29sLTQ5NDA=
"Strayer University - Woodbridge, VA",4941,U2Nob29sLTQ5NDE=
Ohio Center for Broadcasting,4942,U2Nob29sLTQ5NDI=
Fordham Graduate School of Business,4943,U2Nob29sLTQ5NDM=
RETS Institute,4944,U2Nob29sLTQ5NDQ=
ITT Technical Institute - Greenfield,4945,U2Nob29sLTQ5NDU=
Dominican School of Philosophy,4946,U2Nob29sLTQ5NDY=
Remington College,4947,U2Nob29sLTQ5NDc=
Davenport University,4948,U2Nob29sLTQ5NDg=
University of Phoenix - Salt Lake,4949,U2Nob29sLTQ5NDk=
University of Phoenix - Tukwila,4950,U2Nob29sLTQ5NTA=
Belhaven College2,4951,U2Nob29sLTQ5NTE=
Reformed Theological Seminary,4952,U2Nob29sLTQ5NTI=
Point University,4953,U2Nob29sLTQ5NTM=
ITT Technical Institute: Mount Prospect,4954,U2Nob29sLTQ5NTQ=
University of Connecticut,4955,U2Nob29sLTQ5NTU=
Lutheran Theological Southern Seminary,4956,U2Nob29sLTQ5NTY=
Crichton College,4957,U2Nob29sLTQ5NTc=
Oakland City University,4958,U2Nob29sLTQ5NTg=
Albany Medical College,4959,U2Nob29sLTQ5NTk=
Chatfield College,4961,U2Nob29sLTQ5NjE=
Heald College,4962,U2Nob29sLTQ5NjI=
Great Basin College,4963,U2Nob29sLTQ5NjM=
College Of Emergency Services,4964,U2Nob29sLTQ5NjQ=
Matanuska-Susitna College,4965,U2Nob29sLTQ5NjU=
Wesley Theological Seminary,4966,U2Nob29sLTQ5NjY=
Pittsburgh Technical Institute - Downtown,4967,U2Nob29sLTQ5Njc=
State College of Florida Manatee-Sarasota,4968,U2Nob29sLTQ5Njg=
Cleary University,4969,U2Nob29sLTQ5Njk=
Fuller Theological Seminary,4970,U2Nob29sLTQ5NzA=
Maritime Institute of Technology and Graduates Stu,4971,U2Nob29sLTQ5NzE=
Wilmington University,4972,U2Nob29sLTQ5NzI=
Union Presbyterian Seminary,4973,U2Nob29sLTQ5NzM=
Business Informatics Center,4974,U2Nob29sLTQ5NzQ=
Davenport University,4975,U2Nob29sLTQ5NzU=
Argosy University,4976,U2Nob29sLTQ5NzY=
West Central Technical College,4977,U2Nob29sLTQ5Nzc=
Nova Scotia Community College: Strait Campus,4978,U2Nob29sLTQ5Nzg=
Art Institute of California - San Francisco,4979,U2Nob29sLTQ5Nzk=
ITT Technical Institute - Portland,4980,U2Nob29sLTQ5ODA=
Franklin W. Olin College of Engineering,4981,U2Nob29sLTQ5ODE=
Bevill State Community College,4982,U2Nob29sLTQ5ODI=
Somerset County Technology Institute,4983,U2Nob29sLTQ5ODM=
University of Texas Medical Branch-Galveston,4984,U2Nob29sLTQ5ODQ=
Southcentral Kentucky Community and Technical College,4985,U2Nob29sLTQ5ODU=
Rogers State University--Bartlesville,4986,U2Nob29sLTQ5ODY=
VanderCook College of Music,4987,U2Nob29sLTQ5ODc=
Baker College of Port Huron,4988,U2Nob29sLTQ5ODg=
San Diego Art Institute,4989,U2Nob29sLTQ5ODk=
Woodland Community College,4991,U2Nob29sLTQ5OTE=
XINTRA COLLEGE,4992,U2Nob29sLTQ5OTI=
King's College,4993,U2Nob29sLTQ5OTM=
St. Augustine's University,4994,U2Nob29sLTQ5OTQ=
Trinity Baptist College,4995,U2Nob29sLTQ5OTU=
Rutgers Law School - Camden,4996,U2Nob29sLTQ5OTY=
Massasoit Community College-Canton Campus,4998,U2Nob29sLTQ5OTg=
Mohave Community College,4999,U2Nob29sLTQ5OTk=
University of Phoenix - Dallas,5000,U2Nob29sLTUwMDA=
University of Southern Maine Lewiston-Auburn,5001,U2Nob29sLTUwMDE=
Florida Atlantic University,5002,U2Nob29sLTUwMDI=
New York University School of Law,5003,U2Nob29sLTUwMDM=
OISE - Ontario Institute for Studies in Education,5004,U2Nob29sLTUwMDQ=
Northpoint Bible College,5005,U2Nob29sLTUwMDU=
Johns Hopkins University Carey Business School,5006,U2Nob29sLTUwMDY=
Pacific Oaks College,5007,U2Nob29sLTUwMDc=
Ottawa University,5009,U2Nob29sLTUwMDk=
New Brunswick Community College - St. Andrews,5011,U2Nob29sLTUwMTE=
Manhattan Christian College,5012,U2Nob29sLTUwMTI=
Cox College,5013,U2Nob29sLTUwMTM=
Essex County College,5014,U2Nob29sLTUwMTQ=
University of Connecticut,5015,U2Nob29sLTUwMTU=
CSC Institute,5016,U2Nob29sLTUwMTY=
Texas Tech University School of Law,5017,U2Nob29sLTUwMTc=
Palmer Theological Seminary,5018,U2Nob29sLTUwMTg=
Nova Scotia Community College Burridge,5019,U2Nob29sLTUwMTk=
DeVry University,5020,U2Nob29sLTUwMjA=
Silicon Valley College,5021,U2Nob29sLTUwMjE=
Ursuline College,5022,U2Nob29sLTUwMjI=
Johnson C. Smith University,5023,U2Nob29sLTUwMjM=
Savannah College of Art and Design,5024,U2Nob29sLTUwMjQ=
Johnson University Florida,5025,U2Nob29sLTUwMjU=
UnReel Digital Film School,5026,U2Nob29sLTUwMjY=
Northwestern Technical College,5027,U2Nob29sLTUwMjc=
Angelos Bible College,5028,U2Nob29sLTUwMjg=
LIM College,5029,U2Nob29sLTUwMjk=
Hodges University,5031,U2Nob29sLTUwMzE=
Southern Union State Community College,5032,U2Nob29sLTUwMzI=
Sanford Brown College: Fenton,5033,U2Nob29sLTUwMzM=
Shimer College,5034,U2Nob29sLTUwMzQ=
Mount Aloysius College,5036,U2Nob29sLTUwMzY=
Brewton-Parker College,5037,U2Nob29sLTUwMzc=
ITT Technical Institute - West Covina,5038,U2Nob29sLTUwMzg=
MGH Institute of Health Professions,5039,U2Nob29sLTUwMzk=
Des Moines Area Community College,5040,U2Nob29sLTUwNDA=
"Flathead Valley Community College, Lincoln Campus",5041,U2Nob29sLTUwNDE=
San Jacinto College South,5043,U2Nob29sLTUwNDM=
Webster University - Greenville,5044,U2Nob29sLTUwNDQ=
Union Theological Seminary,5046,U2Nob29sLTUwNDY=
Vanguard College,5047,U2Nob29sLTUwNDc=
Baptist College of Health Sciences,5048,U2Nob29sLTUwNDg=
University Of Phoenix,5049,U2Nob29sLTUwNDk=
Seminary of the Immaculate Conception,5050,U2Nob29sLTUwNTA=
"HACC, Central Pennsylvania's Community College",5051,U2Nob29sLTUwNTE=
Florida Memorial University,5052,U2Nob29sLTUwNTI=
Southwest Texas Junior College,5053,U2Nob29sLTUwNTM=
Iowa Wesleyan University,5055,U2Nob29sLTUwNTU=
Schiller International University,5056,U2Nob29sLTUwNTY=
Edward Waters College,5057,U2Nob29sLTUwNTc=
Chattahoochee Technical College-North Metro Campus,5059,U2Nob29sLTUwNTk=
Graduate Center--CUNY,5060,U2Nob29sLTUwNjA=
Strayer University,5062,U2Nob29sLTUwNjI=
Touro College School of Health Sciences,5063,U2Nob29sLTUwNjM=
Mississippi State University - Meridian,5064,U2Nob29sLTUwNjQ=
Broward Community College - North,5065,U2Nob29sLTUwNjU=
Paul Quinn College,5068,U2Nob29sLTUwNjg=
ASA College,5069,U2Nob29sLTUwNjk=
Gateway Technical College,5076,U2Nob29sLTUwNzY=
Nova Scotia Community College: Bridgewater Campus,5077,U2Nob29sLTUwNzc=
Somerdale Park School,5078,U2Nob29sLTUwNzg=
Wallace Community College,5079,U2Nob29sLTUwNzk=
Century College,5083,U2Nob29sLTUwODM=
Carlos Albizu University,5084,U2Nob29sLTUwODQ=
Central State University,5085,U2Nob29sLTUwODU=
University of Massachusetts Medical School,5086,U2Nob29sLTUwODY=
Lebanon College,5089,U2Nob29sLTUwODk=
Technology Sciences Institute,5090,U2Nob29sLTUwOTA=
Globe University Minnesota School of Business,5091,U2Nob29sLTUwOTE=
Pierce College,5092,U2Nob29sLTUwOTI=
Missouri Valley College,5093,U2Nob29sLTUwOTM=
Philadelphia College of Osteopathic Medicine,5094,U2Nob29sLTUwOTQ=
Blessing Rieman College of Nursing,5095,U2Nob29sLTUwOTU=
Haskell Indian Nations University,5097,U2Nob29sLTUwOTc=
Lanier Technical College,5098,U2Nob29sLTUwOTg=
Granite State College,5099,U2Nob29sLTUwOTk=
Cittone Institute,5101,U2Nob29sLTUxMDE=
International Academy of Design and Technology,5103,U2Nob29sLTUxMDM=
Hellenic College,5106,U2Nob29sLTUxMDY=
Georgetown University Law Center,5107,U2Nob29sLTUxMDc=
Toronto School of Business,5110,U2Nob29sLTUxMTA=
BIR Training Center,5111,U2Nob29sLTUxMTE=
Troy University,5112,U2Nob29sLTUxMTI=
Northlands College,5113,U2Nob29sLTUxMTM=
St. George's University,5114,U2Nob29sLTUxMTQ=
Texas State Technical College: Marshall,5115,U2Nob29sLTUxMTU=
College of New Caledonia,5116,U2Nob29sLTUxMTY=
Blackburn College,5117,U2Nob29sLTUxMTc=
Columbia International University,5118,U2Nob29sLTUxMTg=
Regent College,5119,U2Nob29sLTUxMTk=
New England College of Optometry,5120,U2Nob29sLTUxMjA=
Muscular Therapy Institute,5121,U2Nob29sLTUxMjE=
University of South Florida,5122,U2Nob29sLTUxMjI=
Landmark Baptist Bible College,5124,U2Nob29sLTUxMjQ=
SUNY Ulster,5125,U2Nob29sLTUxMjU=
Okanagan University College,5126,U2Nob29sLTUxMjY=
Birmingham School of Law,5127,U2Nob29sLTUxMjc=
Oklahoma Wesleyan University,5128,U2Nob29sLTUxMjg=
Ferkauf Graduate School,5129,U2Nob29sLTUxMjk=
Springfield College,5130,U2Nob29sLTUxMzA=
Community College of Vermont,5131,U2Nob29sLTUxMzE=
Georgia Perimeter College,5132,U2Nob29sLTUxMzI=
Georgia Piedmont Technical College,5133,U2Nob29sLTUxMzM=
University Of Michigan Dental School,5135,U2Nob29sLTUxMzU=
Hostos Community College,5136,U2Nob29sLTUxMzY=
Cypress Hills Regional College,5137,U2Nob29sLTUxMzc=
ITT Technical Institute - Green Bay,5138,U2Nob29sLTUxMzg=
Moritz College of Law,5139,U2Nob29sLTUxMzk=
International Academy of Design and Technology,5140,U2Nob29sLTUxNDA=
Blanche Macdonald Centre,5141,U2Nob29sLTUxNDE=
Briarcliffe College - Patchogue,5142,U2Nob29sLTUxNDI=
Sprott-Shaw Community College,5143,U2Nob29sLTUxNDM=
Everest University (was Florida Metropolitan),5144,U2Nob29sLTUxNDQ=
University of South Carolina Salkehatchie,5145,U2Nob29sLTUxNDU=
Collins College,5146,U2Nob29sLTUxNDY=
Wayland Baptist University,5147,U2Nob29sLTUxNDc=
Mercy College,5148,U2Nob29sLTUxNDg=
Tennessee Temple University,5149,U2Nob29sLTUxNDk=
Maranatha Baptist University,5150,U2Nob29sLTUxNTA=
Coosa Valley Technical College,5151,U2Nob29sLTUxNTE=
Art Institute of Phoenix,5152,U2Nob29sLTUxNTI=
National American University,5153,U2Nob29sLTUxNTM=
Keesler Weather Training School,5154,U2Nob29sLTUxNTQ=
Humphreys College (All),5156,U2Nob29sLTUxNTY=
Middle Georgia Technical College,5157,U2Nob29sLTUxNTc=
Georgian College,5158,U2Nob29sLTUxNTg=
Lake Michigan College,5159,U2Nob29sLTUxNTk=
Davenport University,5160,U2Nob29sLTUxNjA=
Redlands University,5161,U2Nob29sLTUxNjE=
Remington College,5162,U2Nob29sLTUxNjI=
Strayer University,5163,U2Nob29sLTUxNjM=
Swainsboro Technical College,5164,U2Nob29sLTUxNjQ=
New York University College of Dentistry,5165,U2Nob29sLTUxNjU=
University of Michigan Law School,5167,U2Nob29sLTUxNjc=
Michener Institute for Applied Health Science,5168,U2Nob29sLTUxNjg=
Sophie Davis School of Biomedical Education,5169,U2Nob29sLTUxNjk=
Columbia College Hollywood,5171,U2Nob29sLTUxNzE=
Texas Woman's University,5172,U2Nob29sLTUxNzI=
Valdosta State University Kingsbay,5173,U2Nob29sLTUxNzM=
Siena Heights University,5174,U2Nob29sLTUxNzQ=
University of Phoenix,5175,U2Nob29sLTUxNzU=
CUNY School of Law,5176,U2Nob29sLTUxNzY=
Fordham University School of Law,5177,U2Nob29sLTUxNzc=
Mid-America Christian University,5178,U2Nob29sLTUxNzg=
Piedmont Community College,5179,U2Nob29sLTUxNzk=
Herzing College,5180,U2Nob29sLTUxODA=
Medical Careers Institute,5181,U2Nob29sLTUxODE=
Kansas City Art Institute,5182,U2Nob29sLTUxODI=
Loyola Law School,5183,U2Nob29sLTUxODM=
Free Will Baptist Bible College,5184,U2Nob29sLTUxODQ=
Pace Law School,5185,U2Nob29sLTUxODU=
Albany Law School,5186,U2Nob29sLTUxODY=
Bon Secours & Canterbury School of Nursing,5187,U2Nob29sLTUxODc=
Temple University School of Pharmacy,5188,U2Nob29sLTUxODg=
College Of Westchester,5189,U2Nob29sLTUxODk=
Defense Language Institute,5190,U2Nob29sLTUxOTA=
Audubon Expedition Institute,5191,U2Nob29sLTUxOTE=
Pittsburgh Theological Seminary,5192,U2Nob29sLTUxOTI=
Sowela Technical Community College,5193,U2Nob29sLTUxOTM=
Argosy University,5194,U2Nob29sLTUxOTQ=
Fisk University,5195,U2Nob29sLTUxOTU=
Appalachian Technical College,5196,U2Nob29sLTUxOTY=
Allen University,5197,U2Nob29sLTUxOTc=
Golden Gate University,5198,U2Nob29sLTUxOTg=
Argosy University,5199,U2Nob29sLTUxOTk=
Prairie View A&M University: College of Nursing,5200,U2Nob29sLTUyMDA=
Long Island University,5201,U2Nob29sLTUyMDE=
Project Pipeline,5202,U2Nob29sLTUyMDI=
Olney Central College,5203,U2Nob29sLTUyMDM=
University of Phoenix,5204,U2Nob29sLTUyMDQ=
Strayer University,5205,U2Nob29sLTUyMDU=
University of Phoenix,5206,U2Nob29sLTUyMDY=
Ohio State University ATI,5207,U2Nob29sLTUyMDc=
Kent State University: Geauga Campus,5208,U2Nob29sLTUyMDg=
Dallas Theological Seminary,5209,U2Nob29sLTUyMDk=
Southern College of Optometry,5210,U2Nob29sLTUyMTA=
Mid Michigan Community College-Mount Pleasant,5211,U2Nob29sLTUyMTE=
New Hampshire Community Technical College: Stratha,5212,U2Nob29sLTUyMTI=
CompuCollege,5213,U2Nob29sLTUyMTM=
Williamson Free School of Mechanical Trades,5214,U2Nob29sLTUyMTQ=
Cleveland Institute of Dental and Medical,5216,U2Nob29sLTUyMTY=
Hofstra University School of Law,5217,U2Nob29sLTUyMTc=
Everglades University,5218,U2Nob29sLTUyMTg=
Fortis Institute,5219,U2Nob29sLTUyMTk=
City College: Fort Lauderdale,5220,U2Nob29sLTUyMjA=
Gotham Writers' Workshop,5221,U2Nob29sLTUyMjE=
St. Vincent's College at Sacred Heart University.,5222,U2Nob29sLTUyMjI=
Moore Norman Technology Center,5224,U2Nob29sLTUyMjQ=
Northeast Ohio Medical University (was Northeastern Ohio Universities College of Medicine),5225,U2Nob29sLTUyMjU=
St. Paul School of Theology,5226,U2Nob29sLTUyMjY=
International Academy of Design and Technology,5227,U2Nob29sLTUyMjc=
San Joaquin Valley College,5228,U2Nob29sLTUyMjg=
National-Louis University,5229,U2Nob29sLTUyMjk=
American InterContinental University Online,5230,U2Nob29sLTUyMzA=
Memphis Theological Seminary,5231,U2Nob29sLTUyMzE=
Corpus Christi College,5232,U2Nob29sLTUyMzI=
Radford University Carilion (was Jefferson College of Health Sciences),5233,U2Nob29sLTUyMzM=
International Business College,5234,U2Nob29sLTUyMzQ=
Roosevelt University,5235,U2Nob29sLTUyMzU=
Ridgewater College,5236,U2Nob29sLTUyMzY=
Northwest Technical College,5237,U2Nob29sLTUyMzc=
Ashland University - Elyria,5238,U2Nob29sLTUyMzg=
Trebas Institute,5239,U2Nob29sLTUyMzk=
Georgia Military College - Augusta,5240,U2Nob29sLTUyNDA=
Columbia College: St. Louis,5241,U2Nob29sLTUyNDE=
Texas Careers,5242,U2Nob29sLTUyNDI=
Louisiana State University Health Sciences Center,5243,U2Nob29sLTUyNDM=
Florida State University College of Law,5244,U2Nob29sLTUyNDQ=
Computer Master Institute of Technology,5246,U2Nob29sLTUyNDY=
Colorado State University - Pueblo,5247,U2Nob29sLTUyNDc=
Heritage College and Seminary,5248,U2Nob29sLTUyNDg=
Central Washington University - Lynnwood,5249,U2Nob29sLTUyNDk=
Trinity Bible College,5250,U2Nob29sLTUyNTA=
Lake Michigan College - Bertrand Crossing,5251,U2Nob29sLTUyNTE=
College of Visual Arts,5252,U2Nob29sLTUyNTI=
University of Virginia College at Wise,5253,U2Nob29sLTUyNTM=
Siena Heights University,5255,U2Nob29sLTUyNTU=
Jefferson Medical College,5256,U2Nob29sLTUyNTY=
William S. Boyd School of Law,5258,U2Nob29sLTUyNTg=
Goodwin University,5260,U2Nob29sLTUyNjA=
Uniformed Services University - College of the Health Sciences,5261,U2Nob29sLTUyNjE=
Argosy University - Seattle,5263,U2Nob29sLTUyNjM=
Davenport University,5264,U2Nob29sLTUyNjQ=
Palo Alto University,5265,U2Nob29sLTUyNjU=
Moody Bible Institute,5266,U2Nob29sLTUyNjY=
Finlandia University,5267,U2Nob29sLTUyNjc=
University of Montana School of Law,5268,U2Nob29sLTUyNjg=
Tarrant County College,5269,U2Nob29sLTUyNjk=
American InterContinental University Buckhead,5270,U2Nob29sLTUyNzA=
ITT Technical Institute: North Campus,5271,U2Nob29sLTUyNzE=
Phillips Community College of the University of Arkansas,5272,U2Nob29sLTUyNzI=
Miles College,5273,U2Nob29sLTUyNzM=
Middlesex Community College,5274,U2Nob29sLTUyNzQ=
Baker College of Allen Park,5275,U2Nob29sLTUyNzU=
Columbia Theological Seminary,5276,U2Nob29sLTUyNzY=
Argosy University,5277,U2Nob29sLTUyNzc=
California Institute of Integral Studies,5278,U2Nob29sLTUyNzg=
Fordham University Graduate Center,5279,U2Nob29sLTUyNzk=
Arkansas State University - Heber Springs,5280,U2Nob29sLTUyODA=
University of Toronto - Rotman School of Mgmt,5281,U2Nob29sLTUyODE=
Colorado Community Colleges Online,5282,U2Nob29sLTUyODI=
Touro University California,5283,U2Nob29sLTUyODM=
Tufts University Graduate School of Biomedical Sciences,5284,U2Nob29sLTUyODQ=
St. Joseph College Seminary,5285,U2Nob29sLTUyODU=
The King's College,5286,U2Nob29sLTUyODY=
University of Phoenix,5287,U2Nob29sLTUyODc=
Cleveland Chiropractic College,5288,U2Nob29sLTUyODg=
William James College,5289,U2Nob29sLTUyODk=
Meadville Lombard Theological School,5290,U2Nob29sLTUyOTA=
Charles R. Drew University of Medicine and Science,5291,U2Nob29sLTUyOTE=
Washington Theological Union,5292,U2Nob29sLTUyOTI=
Johnson and Wales University,5293,U2Nob29sLTUyOTM=
University of Virginia (Northern Virginia Center),5294,U2Nob29sLTUyOTQ=
